id_cliente,fecha_compra,monto,canal,medio_pago
C129,2025-05-09,200,Tienda Física,Tarjeta Débito
C069,2025-05-09,450,Tienda Física,Tarjeta Crédito
C214,2025-05-09,200,Online,Tarjeta Crédito
C012,2025-05-09,30,Tienda Física,Efectivo
C067,2025-05-09,480,Tienda Física,Tarjeta Crédito
C269,2025-05-09,450,Tienda Física,Tarjeta Crédito
C071,2025-05-09,500,Tienda Física,Tarjeta Crédito
C294,2025-05-09,140,Tienda Física,Tarjeta Débito
C131,2025-05-09,180,Tienda Física,Efectivo
C059,2025-05-09,300,Tienda Física,Tarjeta Crédito
C230,2025-05-09,300,Tienda Física,Tarjeta Débito
C216,2025-05-10,200,Tienda Física,Tarjeta Crédito
C032,2025-05-10,200,Online,Tarjeta Débito
C037,2025-05-10,180,Online,Tarjeta Débito
C294,2025-05-10,120,Online,Tarjeta Débito
C142,2025-05-10,300,Online,Tarjeta Crédito
C156,2025-05-10,100,Online,Tarjeta Débito
C001,2025-05-10,350,Tienda Física,Tarjeta Crédito
C010,2025-05-10,50,Tienda Física,Efectivo
C296,2025-05-10,50,Tienda Física,Efectivo
C038,2025-05-10,160,App,Tarjeta Débito
C060,2025-05-11,300,Tienda Física,Tarjeta Crédito
C191,2025-05-11,50,Tienda Física,Efectivo
C141,2025-05-11,140,Online,Efectivo
C004,2025-05-11,30,Tienda Física,Efectivo
C146,2025-05-11,50,Tienda Física,Efectivo
C229,2025-05-11,500,Tienda Física,Tarjeta Crédito
C068,2025-05-11,20,Tienda Física,Efectivo
C264,2025-05-11,300,Online,Tarjeta Crédito
C094,2025-05-11,500,Tienda Física,Tarjeta Crédito
C002,2025-05-11,140,Tienda Física,Tarjeta Crédito
C109,2025-05-12,450,Tienda Física,Tarjeta Crédito
C199,2025-05-12,480,Tienda Física,Tarjeta Crédito
C016,2025-05-12,160,Online,Efectivo
C138,2025-05-12,500,Tienda Física,Tarjeta Crédito
C004,2025-05-12,20,Tienda Física,Efectivo
C221,2025-05-12,200,Online,Tarjeta Crédito
C176,2025-05-12,180,Tienda Física,Tarjeta Crédito
C256,2025-05-12,180,Tienda Física,Efectivo
C271,2025-05-12,160,App,Efectivo
C147,2025-05-12,180,Tienda Física,Tarjeta Débito
C233,2025-05-12,100,App,Tarjeta Crédito
C043,2025-05-12,300,Online,Tarjeta Débito
C300,2025-05-12,200,Tienda Física,Tarjeta Crédito
C124,2025-05-12,450,Tienda Física,Tarjeta Crédito
C042,2025-05-12,180,App,Tarjeta Débito
C286,2025-05-13,140,App,Efectivo
C103,2025-05-13,140,Online,Tarjeta Crédito
C237,2025-05-13,100,App,Efectivo
C127,2025-05-13,200,Tienda Física,Tarjeta Crédito
C091,2025-05-13,140,App,Tarjeta Débito
C177,2025-05-13,140,Tienda Física,Tarjeta Débito
C104,2025-05-13,400,Tienda Física,Tarjeta Crédito
C231,2025-05-13,160,App,Tarjeta Débito
C211,2025-05-13,350,Tienda Física,Tarjeta Débito
C184,2025-05-13,100,Tienda Física,Efectivo
C128,2025-05-13,20,Tienda Física,Efectivo
C079,2025-05-13,30,Tienda Física,Efectivo
C195,2025-05-13,180,App,Tarjeta Crédito
C021,2025-05-14,200,Online,Tarjeta Débito
C088,2025-05-14,500,Tienda Física,Tarjeta Crédito
C144,2025-05-14,450,Tienda Física,Tarjeta Crédito
C125,2025-05-14,300,Tienda Física,Tarjeta Crédito
C101,2025-05-14,120,Online,Tarjeta Débito
C300,2025-05-14,160,Tienda Física,Tarjeta Débito
C238,2025-05-15,500,Tienda Física,Tarjeta Crédito
C156,2025-05-15,100,Online,Efectivo
C207,2025-05-15,60,Online,Tarjeta Crédito
C047,2025-05-15,480,Tienda Física,Tarjeta Crédito
C023,2025-05-15,160,App,Tarjeta Débito
C296,2025-05-16,40,Tienda Física,Efectivo
C294,2025-05-16,120,Online,Efectivo
C225,2025-05-16,160,Tienda Física,Tarjeta Crédito
C270,2025-05-16,480,Tienda Física,Tarjeta Crédito
C055,2025-05-16,60,Tienda Física,Efectivo
C216,2025-05-16,100,App,Tarjeta Débito
C248,2025-05-17,350,Online,Tarjeta Débito
C249,2025-05-17,300,Tienda Física,Tarjeta Débito
C047,2025-05-17,450,Tienda Física,Tarjeta Crédito
C049,2025-05-17,480,Tienda Física,Tarjeta Crédito
C244,2025-05-17,480,Tienda Física,Tarjeta Crédito
C143,2025-05-17,60,Tienda Física,Tarjeta Débito
C278,2025-05-17,10,Tienda Física,Efectivo
C279,2025-05-17,160,App,Tarjeta Débito
C181,2025-05-17,480,Tienda Física,Tarjeta Crédito
C153,2025-05-17,450,Tienda Física,Tarjeta Crédito
C007,2025-05-18,480,Tienda Física,Tarjeta Crédito
C233,2025-05-18,120,App,Tarjeta Débito
C079,2025-05-18,30,Tienda Física,Efectivo
C120,2025-05-18,180,Tienda Física,Tarjeta Crédito
C081,2025-05-18,30,Tienda Física,Efectivo
C115,2025-05-18,180,Online,Tarjeta Débito
C109,2025-05-18,500,Tienda Física,Tarjeta Crédito
C219,2025-05-18,120,Online,Tarjeta Crédito
C002,2025-05-18,100,Online,Tarjeta Crédito
C131,2025-05-18,180,Tienda Física,Tarjeta Crédito
C029,2025-05-18,40,Tienda Física,Efectivo
C210,2025-05-19,450,Tienda Física,Tarjeta Crédito
C289,2025-05-19,200,Tienda Física,Tarjeta Débito
C260,2025-05-19,120,App,Efectivo
C201,2025-05-19,450,Tienda Física,Tarjeta Crédito
C124,2025-05-19,480,Tienda Física,Tarjeta Crédito
C137,2025-05-20,500,Tienda Física,Tarjeta Crédito
C036,2025-05-20,160,Tienda Física,Efectivo
C240,2025-05-20,200,Online,Tarjeta Débito
C060,2025-05-20,300,Tienda Física,Tarjeta Débito
C300,2025-05-20,180,Tienda Física,Efectivo
C077,2025-05-20,300,Tienda Física,Tarjeta Débito
C001,2025-05-20,350,Online,Tarjeta Crédito
C173,2025-05-20,350,Online,Tarjeta Débito
C295,2025-05-20,200,Online,Tarjeta Crédito
C266,2025-05-20,300,Tienda Física,Tarjeta Débito
C132,2025-05-20,450,Tienda Física,Tarjeta Crédito
C075,2025-05-21,480,Tienda Física,Tarjeta Crédito
C038,2025-05-21,140,Tienda Física,Tarjeta Crédito
C252,2025-05-21,450,Tienda Física,Tarjeta Crédito
C001,2025-05-21,400,Tienda Física,Tarjeta Crédito
C206,2025-05-21,160,App,Tarjeta Crédito
C120,2025-05-21,160,Online,Tarjeta Crédito
C251,2025-05-21,300,Tienda Física,Tarjeta Crédito
C220,2025-05-21,50,Tienda Física,Efectivo
C108,2025-05-21,450,Tienda Física,Tarjeta Crédito
C134,2025-05-21,500,Tienda Física,Tarjeta Crédito
C144,2025-05-21,350,Tienda Física,Tarjeta Débito
C127,2025-05-22,100,App,Tarjeta Débito
C128,2025-05-22,30,Tienda Física,Efectivo
C021,2025-05-22,200,Tienda Física,Tarjeta Débito
C147,2025-05-22,160,Tienda Física,Efectivo
C043,2025-05-22,500,Tienda Física,Tarjeta Crédito
C130,2025-05-22,200,Tienda Física,Tarjeta Débito
C113,2025-05-22,100,App,Efectivo
C063,2025-05-22,140,App,Efectivo
C130,2025-05-22,200,Online,Tarjeta Débito
C275,2025-05-22,180,App,Tarjeta Crédito
C203,2025-05-22,500,Tienda Física,Tarjeta Crédito
C244,2025-05-22,400,Tienda Física,Tarjeta Crédito
C160,2025-05-22,500,Tienda Física,Tarjeta Crédito
C132,2025-05-22,500,Tienda Física,Tarjeta Crédito
C028,2025-05-23,350,Online,Tarjeta Débito
C125,2025-05-23,300,Tienda Física,Tarjeta Débito
C067,2025-05-23,450,Tienda Física,Tarjeta Crédito
C295,2025-05-23,200,Tienda Física,Tarjeta Crédito
C120,2025-05-23,160,Tienda Física,Tarjeta Débito
C216,2025-05-23,160,App,Efectivo
C103,2025-05-23,160,Tienda Física,Tarjeta Débito
C280,2025-05-23,400,Tienda Física,Tarjeta Crédito
C162,2025-05-23,140,Tienda Física,Efectivo
C011,2025-05-23,100,Tienda Física,Tarjeta Débito
C202,2025-05-23,200,Tienda Física,Tarjeta Crédito
C024,2025-05-23,120,Tienda Física,Tarjeta Débito
C111,2025-05-24,480,Tienda Física,Tarjeta Crédito
C053,2025-05-24,160,Online,Tarjeta Débito
C034,2025-05-24,450,Tienda Física,Tarjeta Crédito
C082,2025-05-24,50,Tienda Física,Efectivo
C046,2025-05-24,120,App,Tarjeta Crédito
C118,2025-05-24,140,App,Tarjeta Crédito
C139,2025-05-24,10,Tienda Física,Efectivo
C067,2025-05-24,400,Tienda Física,Tarjeta Crédito
C264,2025-05-24,480,Tienda Física,Tarjeta Crédito
C116,2025-05-24,180,App,Efectivo
C139,2025-05-25,20,Tienda Física,Efectivo
C232,2025-05-25,40,Tienda Física,Efectivo
C081,2025-05-25,50,Tienda Física,Efectivo
C198,2025-05-25,120,App,Tarjeta Crédito
C072,2025-05-25,500,Tienda Física,Tarjeta Crédito
C197,2025-05-25,100,App,Efectivo
C084,2025-05-25,20,Tienda Física,Efectivo
C044,2025-05-25,180,App,Tarjeta Débito
C012,2025-05-25,30,Tienda Física,Efectivo
C042,2025-05-25,160,App,Tarjeta Débito
C035,2025-05-25,300,Tienda Física,Tarjeta Crédito
C215,2025-05-25,30,Tienda Física,Efectivo
C214,2025-05-25,160,Online,Tarjeta Débito
C293,2025-05-26,120,App,Tarjeta Crédito
C285,2025-05-26,40,Tienda Física,Efectivo
C104,2025-05-26,300,Online,Tarjeta Débito
C018,2025-05-26,160,Tienda Física,Tarjeta Débito
C086,2025-05-26,400,Tienda Física,Tarjeta Crédito
C140,2025-05-27,480,Tienda Física,Tarjeta Crédito
C210,2025-05-27,400,Tienda Física,Tarjeta Crédito
C253,2025-05-27,180,Online,Tarjeta Crédito
C057,2025-05-27,400,Tienda Física,Tarjeta Crédito
C248,2025-05-27,300,Online,Tarjeta Débito
C271,2025-05-28,180,App,Efectivo
C154,2025-05-28,160,Tienda Física,Tarjeta Crédito
C065,2025-05-28,140,Tienda Física,Tarjeta Crédito
C149,2025-05-28,180,Tienda Física,Efectivo
C042,2025-05-28,180,Online,Tarjeta Débito
C295,2025-05-28,160,Tienda Física,Tarjeta Crédito
C111,2025-05-28,500,Tienda Física,Tarjeta Crédito
C208,2025-05-28,300,Tienda Física,Tarjeta Débito
C295,2025-05-29,180,App,Tarjeta Débito
C010,2025-05-29,40,Tienda Física,Efectivo
C053,2025-05-29,160,Tienda Física,Tarjeta Crédito
C192,2025-05-29,400,Tienda Física,Tarjeta Crédito
C262,2025-05-29,120,Tienda Física,Tarjeta Débito
C193,2025-05-29,180,App,Tarjeta Débito
C179,2025-05-29,140,Tienda Física,Tarjeta Débito
C238,2025-05-29,500,Tienda Física,Tarjeta Crédito
C263,2025-05-30,60,Online,Tarjeta Crédito
C079,2025-05-30,30,Tienda Física,Efectivo
C080,2025-05-30,120,App,Tarjeta Crédito
C230,2025-05-30,500,Tienda Física,Tarjeta Crédito
C079,2025-05-30,20,Tienda Física,Efectivo
C093,2025-05-30,100,Tienda Física,Tarjeta Débito
C007,2025-05-30,500,Tienda Física,Tarjeta Crédito
C247,2025-05-30,160,Tienda Física,Efectivo
C277,2025-05-31,100,Tienda Física,Efectivo
C238,2025-05-31,350,Online,Tarjeta Débito
C219,2025-05-31,100,Online,Tarjeta Débito
C074,2025-05-31,50,Tienda Física,Efectivo
C048,2025-05-31,480,Tienda Física,Tarjeta Crédito
C019,2025-05-31,180,Online,Tarjeta Débito
C068,2025-05-31,30,Tienda Física,Efectivo
C138,2025-05-31,300,Tienda Física,Tarjeta Crédito
C084,2025-05-31,10,Tienda Física,Efectivo
C023,2025-05-31,160,Online,Efectivo
C296,2025-05-31,60,App,Tarjeta Crédito
C043,2025-06-01,480,Tienda Física,Tarjeta Crédito
C180,2025-06-01,20,Tienda Física,Efectivo
C298,2025-06-01,350,Online,Tarjeta Crédito
C161,2025-06-01,120,Tienda Física,Tarjeta Crédito
C279,2025-06-01,160,Online,Tarjeta Débito
C255,2025-06-01,300,Online,Tarjeta Crédito
C296,2025-06-01,60,App,Tarjeta Crédito
C034,2025-06-01,400,Tienda Física,Tarjeta Crédito
C167,2025-06-01,160,Tienda Física,Efectivo
C089,2025-06-01,200,Online,Tarjeta Crédito
C276,2025-06-01,140,App,Efectivo
C050,2025-06-01,160,Online,Efectivo
C215,2025-06-01,20,Tienda Física,Efectivo
C241,2025-06-01,500,Tienda Física,Tarjeta Crédito
C022,2025-06-01,30,Tienda Física,Efectivo
C159,2025-06-01,40,Tienda Física,Efectivo
C184,2025-06-02,120,Online,Tarjeta Débito
C190,2025-06-02,300,Online,Tarjeta Crédito
C257,2025-06-02,500,Tienda Física,Tarjeta Crédito
C138,2025-06-02,480,Tienda Física,Tarjeta Crédito
C022,2025-06-02,10,Tienda Física,Efectivo
C155,2025-06-02,160,App,Tarjeta Crédito
C191,2025-06-02,30,Tienda Física,Efectivo
C182,2025-06-02,200,Tienda Física,Tarjeta Débito
C233,2025-06-02,120,Online,Tarjeta Débito
C276,2025-06-02,180,Tienda Física,Tarjeta Crédito
C175,2025-06-02,450,Tienda Física,Tarjeta Crédito
C264,2025-06-02,480,Tienda Física,Tarjeta Crédito
C092,2025-06-02,350,Tienda Física,Tarjeta Crédito
C140,2025-06-02,450,Tienda Física,Tarjeta Crédito
C088,2025-06-02,500,Tienda Física,Tarjeta Crédito
C045,2025-06-02,100,Online,Tarjeta Débito
C223,2025-06-02,500,Tienda Física,Tarjeta Crédito
C063,2025-06-02,140,Online,Efectivo
C259,2025-06-03,180,Online,Tarjeta Débito
C186,2025-06-03,180,App,Tarjeta Crédito
C197,2025-06-04,120,Online,Tarjeta Débito
C281,2025-06-04,400,Tienda Física,Tarjeta Crédito
C133,2025-06-04,20,Tienda Física,Efectivo
C083,2025-06-04,160,Tienda Física,Tarjeta Crédito
C292,2025-06-04,20,Tienda Física,Efectivo
C228,2025-06-04,200,Tienda Física,Tarjeta Crédito
C074,2025-06-04,50,Tienda Física,Efectivo
C223,2025-06-04,500,Tienda Física,Tarjeta Crédito
C169,2025-06-04,350,Tienda Física,Tarjeta Crédito
C050,2025-06-04,120,Tienda Física,Efectivo
C097,2025-06-05,400,Tienda Física,Tarjeta Crédito
C019,2025-06-05,120,Tienda Física,Tarjeta Débito
C064,2025-06-05,100,Tienda Física,Tarjeta Crédito
C077,2025-06-05,480,Tienda Física,Tarjeta Crédito
C163,2025-06-05,480,Tienda Física,Tarjeta Crédito
C256,2025-06-05,180,Tienda Física,Efectivo
C126,2025-06-05,160,Tienda Física,Tarjeta Crédito
C153,2025-06-05,500,Tienda Física,Tarjeta Crédito
C272,2025-06-05,350,Tienda Física,Tarjeta Débito
C204,2025-06-05,100,App,Efectivo
C226,2025-06-06,50,Tienda Física,Efectivo
C103,2025-06-06,140,App,Tarjeta Crédito
C276,2025-06-06,200,Online,Tarjeta Débito
C259,2025-06-06,200,Online,Tarjeta Débito
C138,2025-06-06,450,Tienda Física,Tarjeta Crédito
C128,2025-06-06,10,Tienda Física,Efectivo
C221,2025-06-06,180,Tienda Física,Tarjeta Crédito
C098,2025-06-06,450,Tienda Física,Tarjeta Crédito
C159,2025-06-06,60,App,Efectivo
C145,2025-06-06,60,App,Tarjeta Débito
C062,2025-06-06,160,App,Tarjeta Débito
C117,2025-06-06,10,Tienda Física,Efectivo
C062,2025-06-06,160,App,Tarjeta Crédito
C053,2025-06-07,200,Tienda Física,Tarjeta Crédito
C190,2025-06-07,300,Online,Tarjeta Débito
C156,2025-06-07,140,App,Efectivo
C266,2025-06-07,450,Tienda Física,Tarjeta Crédito
C110,2025-06-07,10,Tienda Física,Efectivo
C246,2025-06-07,500,Tienda Física,Tarjeta Crédito
C113,2025-06-07,160,App,Tarjeta Débito
C265,2025-06-07,180,Online,Tarjeta Crédito
C219,2025-06-08,100,App,Tarjeta Crédito
C187,2025-06-08,200,Tienda Física,Tarjeta Crédito
C095,2025-06-08,40,Tienda Física,Efectivo
C178,2025-06-08,400,Tienda Física,Tarjeta Crédito
C243,2025-06-08,100,App,Efectivo
C170,2025-06-08,50,Tienda Física,Efectivo
C066,2025-06-08,140,App,Efectivo
C085,2025-06-08,300,Tienda Física,Tarjeta Débito
C125,2025-06-08,350,Online,Tarjeta Crédito
C124,2025-06-08,480,Tienda Física,Tarjeta Crédito
C263,2025-06-09,50,Tienda Física,Efectivo
C204,2025-06-09,140,Tienda Física,Efectivo
C106,2025-06-09,300,Online,Tarjeta Crédito
C218,2025-06-09,10,Tienda Física,Efectivo
C133,2025-06-09,60,App,Tarjeta Crédito
C218,2025-06-09,50,Tienda Física,Efectivo
C032,2025-06-09,180,Online,Tarjeta Débito
C228,2025-06-09,120,Online,Tarjeta Crédito
C027,2025-06-09,160,Online,Tarjeta Crédito
C277,2025-06-09,160,Online,Efectivo
C025,2025-06-09,120,Online,Efectivo
C259,2025-06-09,180,Online,Tarjeta Crédito
C051,2025-06-09,160,Online,Tarjeta Crédito
C025,2025-06-10,120,Tienda Física,Efectivo
C017,2025-06-10,50,Tienda Física,Efectivo
C155,2025-06-10,160,App,Tarjeta Débito
C205,2025-06-10,40,Tienda Física,Efectivo
C169,2025-06-10,350,Tienda Física,Tarjeta Débito
C102,2025-06-10,450,Tienda Física,Tarjeta Crédito
C260,2025-06-10,120,Tienda Física,Efectivo
C123,2025-06-10,120,Tienda Física,Tarjeta Débito
C091,2025-06-10,120,App,Tarjeta Débito
C251,2025-06-10,500,Tienda Física,Tarjeta Crédito
C212,2025-06-11,180,App,Tarjeta Débito
C242,2025-06-11,140,Online,Tarjeta Crédito
C066,2025-06-11,100,App,Tarjeta Débito
C116,2025-06-11,180,App,Tarjeta Crédito
C106,2025-06-11,300,Online,Tarjeta Débito
C101,2025-06-11,200,Tienda Física,Tarjeta Débito
C075,2025-06-12,450,Tienda Física,Tarjeta Crédito
C065,2025-06-12,180,Tienda Física,Tarjeta Crédito
C098,2025-06-12,480,Tienda Física,Tarjeta Crédito
C254,2025-06-12,300,Online,Tarjeta Débito
C149,2025-06-12,120,Online,Tarjeta Crédito
C224,2025-06-12,500,Tienda Física,Tarjeta Crédito
C220,2025-06-12,30,Tienda Física,Efectivo
C153,2025-06-12,480,Tienda Física,Tarjeta Crédito
C051,2025-06-12,200,Online,Tarjeta Crédito
C025,2025-06-12,100,App,Efectivo
C216,2025-06-12,140,Tienda Física,Tarjeta Crédito
C036,2025-06-12,160,Tienda Física,Tarjeta Crédito
C096,2025-06-12,180,Tienda Física,Efectivo
C132,2025-06-12,450,Tienda Física,Tarjeta Crédito
C169,2025-06-13,350,Tienda Física,Tarjeta Crédito
C045,2025-06-13,120,Tienda Física,Efectivo
C239,2025-06-13,140,Online,Tarjeta Crédito
C081,2025-06-13,20,Tienda Física,Efectivo
C151,2025-06-13,200,Tienda Física,Tarjeta Débito
C279,2025-06-13,180,Tienda Física,Tarjeta Crédito
C209,2025-06-13,10,Tienda Física,Efectivo
C110,2025-06-13,50,Tienda Física,Efectivo
C197,2025-06-13,120,Tienda Física,Tarjeta Crédito
C253,2025-06-13,200,Online,Tarjeta Crédito
C117,2025-06-13,60,App,Efectivo
C181,2025-06-14,500,Tienda Física,Tarjeta Crédito
C293,2025-06-14,160,Tienda Física,Tarjeta Crédito
C101,2025-06-14,100,App,Tarjeta Crédito
C118,2025-06-14,140,App,Efectivo
C239,2025-06-14,140,App,Tarjeta Débito
C183,2025-06-14,480,Tienda Física,Tarjeta Crédito
C263,2025-06-14,60,App,Tarjeta Débito
C067,2025-06-14,300,Tienda Física,Tarjeta Crédito
C096,2025-06-14,160,Tienda Física,Tarjeta Débito
C240,2025-06-14,120,Online,Efectivo
C254,2025-06-14,480,Tienda Física,Tarjeta Crédito
C091,2025-06-15,120,App,Tarjeta Crédito
C127,2025-06-15,120,Tienda Física,Efectivo
C134,2025-06-15,500,Tienda Física,Tarjeta Crédito
C187,2025-06-15,180,App,Tarjeta Crédito
C206,2025-06-15,180,Online,Tarjeta Crédito
C287,2025-06-15,450,Tienda Física,Tarjeta Crédito
C061,2025-06-15,500,Tienda Física,Tarjeta Crédito
C214,2025-06-15,100,Tienda Física,Tarjeta Crédito
C291,2025-06-15,450,Tienda Física,Tarjeta Crédito
C271,2025-06-15,200,Online,Tarjeta Débito
C266,2025-06-16,480,Tienda Física,Tarjeta Crédito
C192,2025-06-16,500,Tienda Física,Tarjeta Crédito
C228,2025-06-16,180,Online,Tarjeta Crédito
C233,2025-06-16,100,App,Efectivo
C195,2025-06-16,180,Online,Tarjeta Crédito
C054,2025-06-16,500,Tienda Física,Tarjeta Crédito
C055,2025-06-16,40,Tienda Física,Efectivo
C292,2025-06-17,60,Online,Tarjeta Débito
C178,2025-06-17,350,Tienda Física,Tarjeta Crédito
C296,2025-06-17,60,App,Tarjeta Crédito
C112,2025-06-17,300,Tienda Física,Tarjeta Crédito
C170,2025-06-17,60,Tienda Física,Efectivo
C129,2025-06-17,120,Tienda Física,Efectivo
C127,2025-06-17,200,Online,Tarjeta Crédito
C297,2025-06-17,480,Tienda Física,Tarjeta Crédito
C192,2025-06-17,300,Online,Tarjeta Débito
C174,2025-06-18,300,Online,Tarjeta Débito
C217,2025-06-18,30,Tienda Física,Efectivo
C180,2025-06-18,20,Tienda Física,Efectivo
C024,2025-06-18,100,Online,Efectivo
C018,2025-06-18,200,Tienda Física,Tarjeta Crédito
C114,2025-06-18,350,Online,Tarjeta Crédito
C170,2025-06-18,50,Tienda Física,Efectivo
C091,2025-06-18,140,Online,Tarjeta Crédito
C170,2025-06-18,60,Online,Efectivo
C102,2025-06-18,480,Tienda Física,Tarjeta Crédito
C068,2025-06-18,40,Tienda Física,Efectivo
C060,2025-06-18,350,Tienda Física,Tarjeta Débito
C146,2025-06-18,20,Tienda Física,Efectivo
C054,2025-06-18,480,Tienda Física,Tarjeta Crédito
C101,2025-06-19,100,Online,Tarjeta Débito
C290,2025-06-19,480,Tienda Física,Tarjeta Crédito
C267,2025-06-19,20,Tienda Física,Efectivo
C153,2025-06-19,500,Tienda Física,Tarjeta Crédito
C038,2025-06-19,160,App,Tarjeta Crédito
C183,2025-06-19,500,Tienda Física,Tarjeta Crédito
C174,2025-06-19,300,Online,Tarjeta Débito
C036,2025-06-19,180,Tienda Física,Tarjeta Crédito
C230,2025-06-20,500,Tienda Física,Tarjeta Crédito
C225,2025-06-20,180,App,Efectivo
C284,2025-06-20,200,Online,Tarjeta Crédito
C065,2025-06-20,200,Online,Tarjeta Débito
C168,2025-06-20,180,Tienda Física,Efectivo
C041,2025-06-20,500,Tienda Física,Tarjeta Crédito
C184,2025-06-20,100,Tienda Física,Tarjeta Débito
C078,2025-06-20,450,Tienda Física,Tarjeta Crédito
C111,2025-06-20,480,Tienda Física,Tarjeta Crédito
C011,2025-06-20,180,App,Efectivo
C265,2025-06-20,200,Online,Tarjeta Débito
C077,2025-06-20,450,Tienda Física,Tarjeta Crédito
C265,2025-06-20,120,App,Tarjeta Crédito
C114,2025-06-20,400,Tienda Física,Tarjeta Crédito
C093,2025-06-21,100,Tienda Física,Tarjeta Crédito
C072,2025-06-21,480,Tienda Física,Tarjeta Crédito
C158,2025-06-21,350,Tienda Física,Tarjeta Débito
C228,2025-06-21,100,Online,Efectivo
C159,2025-06-21,60,Online,Tarjeta Crédito
C198,2025-06-21,100,App,Tarjeta Crédito
C297,2025-06-21,450,Tienda Física,Tarjeta Crédito
C013,2025-06-21,120,App,Tarjeta Crédito
C147,2025-06-21,200,Tienda Física,Tarjeta Débito
C236,2025-06-21,400,Tienda Física,Tarjeta Crédito
C249,2025-06-21,500,Tienda Física,Tarjeta Crédito
C195,2025-06-21,200,Online,Tarjeta Crédito
C006,2025-06-21,160,Tienda Física,Efectivo
C063,2025-06-21,100,App,Tarjeta Crédito
C042,2025-06-21,160,App,Efectivo
C234,2025-06-21,300,Tienda Física,Tarjeta Débito
C220,2025-06-21,10,Tienda Física,Efectivo
C122,2025-06-21,480,Tienda Física,Tarjeta Crédito
C030,2025-06-21,200,Tienda Física,Tarjeta Crédito
C041,2025-06-21,300,Online,Tarjeta Crédito
C288,2025-06-21,120,Online,Tarjeta Crédito
C170,2025-06-22,60,Online,Tarjeta Débito
C227,2025-06-22,450,Tienda Física,Tarjeta Crédito
C276,2025-06-22,100,Online,Tarjeta Crédito
C243,2025-06-22,120,Online,Tarjeta Crédito
C202,2025-06-22,160,Tienda Física,Efectivo
C173,2025-06-22,450,Tienda Física,Tarjeta Crédito
C137,2025-06-22,480,Tienda Física,Tarjeta Crédito
C069,2025-06-22,480,Tienda Física,Tarjeta Crédito
C217,2025-06-22,30,Tienda Física,Efectivo
C297,2025-06-22,450,Tienda Física,Tarjeta Crédito
C242,2025-06-22,140,Online,Tarjeta Débito
C019,2025-06-22,180,App,Tarjeta Débito
C160,2025-06-22,500,Tienda Física,Tarjeta Crédito
C068,2025-06-23,50,Tienda Física,Efectivo
C112,2025-06-23,350,Online,Tarjeta Crédito
C293,2025-06-23,180,Online,Tarjeta Débito
C024,2025-06-23,140,Online,Efectivo
C258,2025-06-23,180,App,Tarjeta Débito
C255,2025-06-23,350,Online,Tarjeta Crédito
C249,2025-06-23,480,Tienda Física,Tarjeta Crédito
C259,2025-06-23,180,Online,Tarjeta Débito
C136,2025-06-23,480,Tienda Física,Tarjeta Crédito
C246,2025-06-24,400,Tienda Física,Tarjeta Crédito
C054,2025-06-24,450,Tienda Física,Tarjeta Crédito
C238,2025-06-24,450,Tienda Física,Tarjeta Crédito
C218,2025-06-24,30,Tienda Física,Efectivo
C069,2025-06-24,500,Tienda Física,Tarjeta Crédito
C018,2025-06-24,180,Online,Tarjeta Débito
C073,2025-06-24,400,Tienda Física,Tarjeta Crédito
C263,2025-06-24,10,Tienda Física,Efectivo
C017,2025-06-24,40,Tienda Física,Efectivo
C017,2025-06-25,40,Tienda Física,Efectivo
C014,2025-06-25,120,App,Tarjeta Débito
C037,2025-06-25,160,App,Efectivo
C202,2025-06-25,160,Tienda Física,Tarjeta Débito
C219,2025-06-25,120,Tienda Física,Tarjeta Crédito
C158,2025-06-25,300,Online,Tarjeta Débito
C221,2025-06-25,180,Tienda Física,Tarjeta Crédito
C178,2025-06-25,350,Tienda Física,Tarjeta Débito
C269,2025-06-25,480,Tienda Física,Tarjeta Crédito
C280,2025-06-25,350,Tienda Física,Tarjeta Crédito
C104,2025-06-26,400,Tienda Física,Tarjeta Crédito
C076,2025-06-26,100,App,Efectivo
C110,2025-06-26,10,Tienda Física,Efectivo
C200,2025-06-26,60,App,Tarjeta Crédito
C155,2025-06-26,160,App,Tarjeta Débito
C277,2025-06-26,120,Online,Efectivo
C182,2025-06-26,200,Tienda Física,Tarjeta Crédito
C032,2025-06-27,200,Tienda Física,Tarjeta Crédito
C010,2025-06-27,50,Tienda Física,Efectivo
C246,2025-06-27,500,Tienda Física,Tarjeta Crédito
C096,2025-06-27,180,Online,Tarjeta Crédito
C168,2025-06-27,160,Online,Tarjeta Débito
C123,2025-06-27,100,Online,Tarjeta Débito
C092,2025-06-27,400,Tienda Física,Tarjeta Crédito
C004,2025-06-27,30,Tienda Física,Efectivo
C221,2025-06-27,200,Online,Tarjeta Débito
C239,2025-06-27,120,Tienda Física,Efectivo
C168,2025-06-27,180,App,Tarjeta Crédito
C133,2025-06-27,40,Tienda Física,Efectivo
C241,2025-06-27,300,Online,Tarjeta Crédito
C291,2025-06-27,450,Tienda Física,Tarjeta Crédito
C179,2025-06-27,140,Tienda Física,Efectivo
C124,2025-06-27,480,Tienda Física,Tarjeta Crédito
C234,2025-06-27,450,Tienda Física,Tarjeta Crédito
C045,2025-06-28,160,Tienda Física,Tarjeta Crédito
C003,2025-06-28,60,App,Tarjeta Crédito
C233,2025-06-28,100,Online,Tarjeta Crédito
